client_id,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,avg_monthly_inflow,avg_monthly_outflow,monthly_inflow_std,monthly_outflow_std,max_monthly_outflow,avg_monthly_transactions,avg_active_days_per_month,avg_inflow_amount,median_inflow_amount,max_inflow_amount,min_inflow_amount,std_inflow_amount,avg_outflow_amount,median_outflow_amount,max_outflow_amount,min_outflow_amount,std_outflow_amount,account_age_days,active_month_count,avg_transactions_per_month,night_transaction_ratio,weekend_transaction_ratio,spending_growth_rate,income_growth_rate,avg_monthly_net_cashflow,spend_income_ratio,savings_ratio,favorite_mcc,unique_mcc_count,unique_merchant_count,favorite_merchant,merchant_diversity_score,total_transaction_count_x,recency_days,frequency,monetary,fraud_transaction_count,fraud_ratio,avg_fraud_amount_x,bad_cvv_count,bad_card_number_count,bad_expiration_count,bad_pin_count,bad_zipcode_count,insufficient_balance_count,technical_glitch_count,total_error_count,total_transaction_count_y,error_ratio,auth_error_count,auth_error_ratio,insufficient_balance_ratio,technical_glitch_ratio,avg_fraud_amount_y,avg_transactions_per_day,max_transactions_per_day,max_transactions_per_hour,travel_score,dining_score,digital_score,luxury_score,days_since_last_transaction,essential_spend_ratio,customer_value_score,avg_total_errors,max_total_errors,total_error_transactions,avg_spike_ratio,max_spike_ratio,sudden_high_value_count,sudden_high_value_ratio
1128,47,68,1972,7,Male,208 Park Avenue,44.53,-72.0,$16976,34606,$23909,680,5,2687.629661016949,461.7457627118644,715.9239737091559,305.0764563394906,1399.0,70.0677966101695,27.10169491525424,41.1443046185781,18.94,985.25,0.01,62.13790969843617,-97.29642857142858,-77.0,-50.0,-490.0,78.80812495975835,3889.0,118.0,70.0677966101695,0.0244315432994678,0.2838655055636188,1.0154095854013134,0.990187518015738,2225.8838983050846,0.1717401877271611,0.8278878755890705,Service Stations,77.0,218.0,28395.0,0.0263667150459603,8268.0,0.0,8268.0,371626.3,43.0,0.0052007740686985,145.2825581395349,8.0,2.0,4.0,16.0,0.0,61.0,16.0,107.0,8268.0,0.0129398959970975,26.0,0.0031442737936872,0.0073769500544201,0.0019349377191921,109.28255813953488,2.5853658536585367,12.0,8.0,0.0652632738084313,0.0,0.0,0.0,0.0,0.0,3072606248.4,0.0129414610546686,1.0,107.0,0.9782360514490478,21.44293030982565,137.0,0.016569908079342
1163,45,61,1975,1,Male,2270 Sixth Lane,29.99,-95.26,$32943,67170,$114251,489,3,3249.833983050847,358.864406779661,1228.050338486436,362.13743236356527,1646.0,39.313559322033896,21.65254237288136,85.98215470852017,45.555,1762.3,0.05,152.7262074215464,-236.56983240223465,-228.0,-50.0,-499.0,144.91973518676113,4321.666666666667,118.0,39.313559322033896,0.0644535460228497,0.2910109937486527,1.8789271273398065,1.2135842660731673,2890.9695762711863,0.1103914898917334,0.8893008967372936,"Lodging - Hotels, Motels, Resorts",80.0,276.0,14528.0,0.059495580944169,4639.0,0.0,4639.0,425826.41,24.0,0.0051735287777538,87.40291666666667,3.0,3.0,3.0,3.0,2.0,18.0,8.0,40.0,4639.0,0.0086206896551724,9.0,0.0019396551724137,0.0038793103448275,0.0017241379310344,87.40291666666667,1.815655577299413,11.0,5.0,0.1342007698302122,0.0,0.0,0.0,0.0,0.0,1975408715.99,0.008622547962923,2.0,39.0,0.98922329206428,18.991792395119507,106.0,0.022849752101746
100,56,66,1963,9,Male,3982 Ocean View Street,35.98,-79.99,$24005,48944,$79960,813,7,4039.4691525423727,592.4491525423729,1108.8389396286923,345.90776393877286,1464.0,59.91525423728814,24.33050847457627,73.92328784119107,54.71,1639.74,0.4,103.69666879032162,-112.39389067524117,-80.0,-50.0,-493.0,98.23879428900165,4208.571428571428,118.0,59.91525423728814,0.1749646393210749,0.3094766619519095,1.474074733184045,1.1860694058807246,3447.02,0.1466288022938098,0.8531237016946513,Miscellaneous Food Stores,85.0,317.0,59935.0,0.0448373408769448,7070.0,0.0,7070.0,546566.36,36.0,0.005091937765205,137.4558333333333,6.0,4.0,5.0,21.0,0.0,168.0,9.0,213.0,7070.0,0.0301230377598642,31.0,0.0043841040871163,0.023759015697921,0.0012728044123886,137.45583333333332,2.462556600487635,12.0,9.0,0.0687598340723787,0.0,0.0,0.0,0.0,0.0,3864224165.2,0.0301272984441301,1.0,213.0,0.9872298849735954,20.93966841339684,107.0,0.0151343705799151
826,67,60,1952,11,Female,563 Birch Drive,33.98,-83.88,$26767,57705,$22475,684,3,2794.059915254237,359.39830508474574,1176.4256325564695,324.98594683174883,1505.0,34.95762711864407,19.516949152542374,84.69023118417672,40.45,1479.57,0.23,149.5270031979257,-182.79741379310343,-98.0,-50.0,-500.0,143.33092938356995,3549.6666666666665,118.0,34.95762711864407,0.0256969696969696,0.2836363636363636,0.5272923768882956,0.9184282351426593,2434.661610169492,0.1285833992764534,0.8710588266398704,Miscellaneous Food Stores,88.0,359.0,22204.0,0.087030303030303,4125.0,0.0,4125.0,372108.07,21.0,0.005090909090909,115.18380952380956,4.0,0.0,1.0,3.0,0.0,40.0,9.0,57.0,4125.0,0.0138148327678138,7.0,0.0016965584100824,0.0096946194861851,0.0021812893843916,115.18380952380951,1.7911419887103777,9.0,5.0,0.0937278943645366,0.0,0.0,0.0,0.0,0.0,1534945788.75,0.0138181818181818,1.0,57.0,0.9890360515092412,16.2219292684718,99.0,0.024
1740,36,67,1983,12,Male,42720 East Drive,42.86,-88.33,$28215,57532,$61268,735,4,4344.9164,510.88,1024.6663661849484,319.89325302877734,1287.0,94.36,29.56,48.49237053571429,27.07,1193.49,1.59,68.32854548861516,-107.32773109243698,-80.0,-50.0,-490.0,96.79947027132138,1133.25,25.0,94.36,0.0568037303942348,0.2975837219160661,0.7318834350554457,0.8398155325211708,3834.0364,0.1175540330228165,0.8822158659103521,Service Stations,58.0,138.0,61195.0,0.0584993641373463,2359.0,0.0,2359.0,121394.91,12.0,0.0050869012293344,99.47083333333336,2.0,1.0,1.0,18.0,0.0,23.0,4.0,49.0,2359.0,0.0207627118644067,21.0,0.0088983050847457,0.0097457627118644,0.0016949152542372,99.47083333333336,3.192151556156969,13.0,6.0,0.0897205041885226,0.0,0.0,0.0,0.0,0.0,286370592.69,0.0207715133531157,2.0,48.0,0.9809379760203132,22.75033499951638,33.0,0.0139889783806697
1680,59,63,1960,11,Female,4701 Littlewood Drive,27.95,-82.48,$28916,58959,$109358,598,2,3454.173846153846,459.5,918.9833948492296,279.243871911274,1103.0,76.26923076923077,26.846153846153847,48.59768398268398,37.85,1200.04,1.1,61.09867971979095,-89.15671641791045,-70.5,-50.0,-492.0,72.6074888407082,333.5,26.0,76.26923076923077,0.0912758446797781,0.3030761472516389,1.7206082924168031,1.0810963425681006,2994.673846153846,0.1329889668247796,0.8667216121375169,Miscellaneous Food Stores,53.0,155.0,61195.0,0.0781643973777105,1983.0,0.0,1983.0,101755.52,10.0,0.005042864346949,79.773,1.0,0.0,1.0,5.0,0.0,17.0,5.0,29.0,1983.0,0.0146169354838709,6.0,0.003024193548387,0.0085685483870967,0.0025201612903225,79.773,2.840974212034384,10.0,6.0,0.049296953465015,0.0,0.0,0.0,0.0,0.0,201781196.16,0.0146243066061522,1.0,29.0,0.9808846318609518,22.939206381583237,24.0,0.0121028744326777
1981,48,65,1972,1,Male,8975 Littlewood Boulevard,26.63,-81.99,$19274,39303,$23650,702,7,2801.307627118644,575.5593220338983,941.532063209072,389.2867144194213,1928.0,47.74576271186441,21.41525423728813,65.99207426632061,50.81,903.24,1.01,81.89410431889586,-108.6656,-80.0,-50.0,-496.0,93.47575366412894,4756.285714285715,118.0,47.74576271186441,0.0543130990415335,0.2871849485268015,1.6393065710212904,1.3776125825330074,2225.748305084746,0.2053876299889649,0.7942555212517045,Miscellaneous Food Stores,87.0,214.0,68671.0,0.0379836705715299,5634.0,1.0,5634.0,398470.3,28.0,0.004969826056088,68.7207142857143,1.0,1.0,3.0,13.0,0.0,128.0,5.0,151.0,5634.0,0.0267968056787932,15.0,0.0026619343389529,0.022715173025732,0.0008873114463176,68.7207142857143,2.2295211713494263,10.0,7.0,0.0505028196180632,0.0,0.0,0.0,1.0,0.0,2244981670.2,0.0268015619453319,1.0,151.0,0.9860580548140666,12.592922569742514,114.0,0.020234291799787
496,47,63,1972,8,Male,16893 Fifth Avenue,32.76,-96.59,$17810,36319,$44737,730,4,2378.4368644067795,337.3135593220339,714.0909778815256,296.85055375990936,1766.0,47.76271186440678,23.703389830508478,52.784568365619705,27.19,1061.67,0.05,66.92732781159877,-124.7742946708464,-84.0,-50.0,-497.0,109.87848847813636,4199.5,118.0,47.76271186440678,0.0661816891412349,0.2849538679914833,0.8159784407034061,0.9824946946009766,2041.1233050847457,0.1417619287856708,0.8578178037069375,Service Stations,77.0,219.0,45344.0,0.0388573456352022,5636.0,2.0,5636.0,320458.55,28.0,0.0049680624556423,78.28392857142858,2.0,1.0,1.0,18.0,0.0,48.0,16.0,86.0,5636.0,0.0152563420259003,21.0,0.0037253858435337,0.0085151676423629,0.0028383892141209,78.28392857142856,2.015016088666428,9.0,6.0,0.0859210129635212,0.0,0.0,0.0,2.0,0.0,1806104387.8,0.0152590489709013,1.0,86.0,0.9827166691378314,18.3491938764386,110.0,0.0195173882185947
1741,92,67,1927,10,Male,31 Hillside Lane,32.21,-110.88,$17460,24960,$889,707,9,4780.331101694915,301.46610169491527,659.1577222405682,264.35933464782846,1384.0,73.10169491525424,28.872881355932204,67.9367782729134,60.35,632.26,0.29,51.65925904882143,-110.13312693498452,-80.0,-50.0,-480.0,93.77770854363536,3638.0,118.0,73.10169491525424,0.06318108045444,0.2890099698585671,1.2248310827092308,1.0706966913190556,4478.865,0.063050664194339,0.9367401890265046,Service Stations,75.0,355.0,61195.0,0.0411546487363783,8626.0,0.0,8626.0,599652.07,42.0,0.0048690006955715,114.46952380952382,5.0,8.0,2.0,17.0,0.0,60.0,24.0,116.0,8626.0,0.0134461574127738,30.0,0.0034774545033035,0.0069549090066071,0.0027819636026428,85.13619047619048,2.5318461990020547,13.0,6.0,0.0897846742002586,0.0,0.0,0.0,0.0,0.0,5172598755.82,0.0134477162068166,2.0,115.0,0.9858189857148724,8.966088091914937,36.0,0.0041734291676327
913,56,70,1963,5,Male,4943 Martin Luther King Lane,28.3,-81.41,$13964,28476,$0,693,3,1530.8753389830508,228.5,494.837381751767,206.59290453722804,1237.0,33.91525423728814,18.584745762711865,48.70404152062551,39.25,935.54,0.1,55.11389821751628,-92.02389078498294,-80.0,-50.0,-477.0,66.98131084577378,2567.0,118.0,33.91525423728814,0.0494752623688155,0.2828585707146426,1.4318277592613875,0.8988833526085875,1302.3753389830508,0.1491635736832814,0.8501836316835314,Miscellaneous Food Stores,60.0,160.0,50867.0,0.0399800099950025,4002.0,0.0,4002.0,207606.29,19.0,0.0047476261869065,73.87105263157893,0.0,4.0,2.0,6.0,0.0,26.0,5.0,43.0,4002.0,0.0107419435423432,10.0,0.0024981264051961,0.0064951286535098,0.001249063202598,73.87105263157895,1.8248974008207932,10.0,6.0,0.0285565939771547,0.0,0.0,0.0,0.0,0.0,830840372.58,0.0107446276861569,1.0,43.0,0.9810876974621364,17.693215516273014,33.0,0.0082458770614692
391,85,66,1934,7,Female,31 Hill Boulevard,33.69,-78.89,$19025,35270,$1769,731,6,2449.022457627119,469.5508474576271,855.4098188187432,304.7445223267591,1499.0,44.67796610169491,20.88135593220339,61.38161639762107,48.34,1303.66,0.94,77.44748607310515,-98.23936170212764,-78.0,-50.0,-496.0,82.36405653240277,3103.6666666666665,118.0,44.67796610169491,0.1642640364188164,0.2934370257966616,1.3775281737443092,1.1943443792320891,1979.471610169492,0.1916516503740107,0.8079401901020278,Service Stations,90.0,261.0,56431.0,0.0495068285280728,5272.0,1.0,5272.0,344391.65,25.0,0.004742033383915,157.8588,3.0,2.0,1.0,15.0,1.0,92.0,10.0,124.0,5272.0,0.0235160250331879,20.0,0.0037929072634174,0.01744737341172,0.0018964536317087,121.6988,2.139610389610389,9.0,6.0,0.0637453075368177,0.0,0.0,0.0,1.0,0.0,1815632778.8,0.0235204855842185,2.0,123.0,0.9849226535271824,19.65573350275329,89.0,0.0168816388467374
1060,76,68,1944,2,Male,359 Valley Street,39.77,-86.14,$17909,21547,$16040,785,5,3138.45220338983,501.6016949152543,698.3800108176305,297.4038992907491,1790.0,61.23728813559322,25.033898305084747,55.91685942926166,40.6,706.73,0.61,54.31760303583425,-98.1575456053068,-79.0,-50.0,-497.0,77.91308336909084,3146.6,118.0,61.23728813559322,0.0487129809022972,0.276916689731525,0.6655001258034264,0.9699591880505872,2636.850508474576,0.1597736364241025,0.8399078366689038,Miscellaneous Food Stores,74.0,265.0,22204.0,0.0366731248270135,7226.0,0.0,7226.0,429526.36,34.0,0.0047052311098809,111.35676470588236,3.0,4.0,5.0,15.0,0.0,194.0,6.0,227.0,7226.0,0.0314099903140999,22.0,0.0030441400304414,0.0268437802684378,0.0008302200083022,85.1214705882353,2.4461746784021665,10.0,7.0,0.0367122824801486,0.0,0.0,0.0,0.0,0.0,3103757477.36,0.0314143371159701,1.0,227.0,0.9834551552280107,11.692738145708017,66.0,0.0091336839191807
1833,27,71,1993,1,Male,5514 Norfolk Boulevard,35.58,-88.5,$17179,35026,$11468,743,5,4329.792195121951,458.2682926829268,1132.582598481259,285.36030070686456,1057.0,89.58536585365853,28.317073170731707,51.02658235125036,48.04,1427.54,1.06,56.30464607777667,-96.85051546391752,-76.0,-50.0,-472.0,73.35401649183373,504.2,41.0,89.58536585365853,0.2156275524094745,0.2815137489790362,0.6166471713176999,0.8754106094701252,3871.523902439025,0.1058162737983835,0.8939528215645558,Miscellaneous Food Stores,64.0,172.0,26810.0,0.0468282058263,3673.0,1.0,3673.0,196310.48,17.0,0.0046283691805063,248.83,2.0,2.0,1.0,12.0,0.0,81.0,11.0,109.0,3673.0,0.0296679368535655,16.0,0.0043549265106151,0.0220468154599891,0.0029940119760479,241.41823529411764,3.16365202411714,10.0,5.0,0.047578499201703,0.0,0.0,0.0,1.0,0.0,721048393.0400001,0.0296760141573645,1.0,109.0,0.9816334829256896,26.218937784260977,27.0,0.0073509392866866
1434,62,67,1957,10,Male,8278 Grant Lane,26.45,-80.08,$20055,40891,$61245,717,4,1868.0856779661017,310.271186440678,715.1198225490102,247.18910927441652,924.0,34.813559322033896,18.91525423728813,58.223483888008445,28.875,2259.66,0.64,90.59260948733392,-113.70186335403729,-80.5,-50.0,-495.0,96.88798457058276,5014.0,118.0,34.813559322033896,0.1024829600778967,0.2777507302823758,0.9508994177502464,0.8858339516234706,1557.8144915254238,0.1660015857476947,0.8334633932996606,Service Stations,82.0,252.0,96049.0,0.0613437195715676,4108.0,0.0,4108.0,257046.11,19.0,0.0046251217137293,172.51105263157896,2.0,2.0,2.0,12.0,0.0,36.0,15.0,69.0,4108.0,0.0167924069116573,16.0,0.0038938914577756,0.0087612557799951,0.0036505232416646,135.14263157894737,1.8405017921146956,9.0,6.0,0.1182913172916723,0.0,0.0,0.0,0.0,0.0,1055945419.88,0.0167964946445959,2.0,68.0,0.984269824434316,35.54484851875392,85.0,0.0206913339824732
27,78,63,1941,8,Female,3553 Mountain View Drive,32.28,-90.0,$22304,23821,$22427,613,8,4144.772288135593,637.2203389830509,935.5499368586684,371.7894849525086,1641.0,82.91525423728814,28.322033898305083,53.5160444249918,35.05,815.93,0.38,73.8045566064225,-116.57674418604653,-80.0,-50.0,-500.0,102.70269649948438,4001.75,118.0,82.91525423728814,0.4186426819296811,0.2878168438266558,0.6580807535073028,0.7996812502289833,3507.551949152542,0.153703651502195,0.846055138915971,Miscellaneous Food Stores,87.0,479.0,22204.0,0.0489574816026165,9784.0,0.0,9784.0,564275.13,45.0,0.0045993458708094,103.29244444444444,4.0,3.0,2.0,23.0,0.0,89.0,17.0,138.0,9784.0,0.0141032192130812,30.0,0.003065917220235,0.0090955544200306,0.0017373530914665,65.1591111111111,2.9275882704967087,14.0,6.0,0.0857393640365459,0.0,0.0,0.0,0.0,0.0,5520867871.92,0.0141046606704824,1.0,138.0,0.982956459554959,13.906335955322232,261.0,0.026676206050695
